01830cab-141c-48b6-ba49-8256419a7360,moon_matrix_mantra,mantra,Moon,1.010502,0.9,0.90
02a735fc-aa55-47d3-812e-68b0bd531293,rahu_matrix_charity_urad_dal,charity,Rahu,0.908918,0.75,0.85
068b1fc9-782a-4181-9107-276b1ee80e97,dana_mars_masoor_blood_donation,charity,Mars,0.930304,0.75,0.87
07bde515-9191-4dcf-81bf-cee4de0d1b81,venus_marriage_mantra_01,mantra,Venus,1.010502,0.9,0.90
09682402-fd17-4228-8832-5d20b2828abc,mars_matrix_mantra,mantra,Mars,1.010502,0.9,0.90
09c19ea2-2594-4cc4-962d-6ce6faed7843,dana_mercury_books_green_wednesday,charity,Mercury,0.930304,0.75,0.87
0a56aa15-2a89-4216-a2e1-97ff9c2c313d,mercury_matrix_mantra,mantra,Mercury,1.010502,0.9,0.90
0b418653-697b-469b-9c59-fa166013512c,jupiter_matrix_mantra,mantra,Jupiter,1.010502,0.9,0.90
0bf8a1a6-8868-4e14-8294-06c270b1d8c0,dana_moon_silver_milk_monday,charity,Moon,0.940997,0.75,0.88
0d7881e7-8cf1-4738-99f6-5526363d2b1a,mars_matrix_charity_masoor_dal,charity,Mars,0.908918,0.75,0.85
0e525ce4-119b-4736-8332-aef3f306a4ea,rahu_matrix_gemstone,gemstone,Rahu,0.908918,0.45,0.85
0f20fa14-7b2c-44ab-bb66-c22a143a2877,sun_career_mantra_01,mantra,Sun,1.010502,0.9,0.90
0f9d85c6-b39f-4c71-8a83-de1966e74570,sun_matrix_mantra,mantra,Sun,1.010502,0.9,0.90
102884ca-69b0-4f4f-9f40-535b83640a73,ketu_matrix_mantra,mantra,Ketu,1.010502,0.9,0.90
1092e17a-e93d-4ec6-b46d-d9b9d61e9fb5,jupiter_wealth_mantra_01,mantra,Jupiter,1.010502,0.9,0.90
159a3eea-5fed-4692-bd48-12748bb875fd,mercury_matrix_charity_green_gram_moong,charity,Mercury,0.908918,0.75,0.85
15dca7e3-54b3-4e84-a808-e3009f5814d8,venus_marriage_mantra_01,mantra,Venus,1.010502,0.9,0.90
16d3f941-3f53-4540-ad86-4a7ae1b3209b,stotra_vishnu_sahasranama_jupiter_afflicted,japa,Jupiter,0.940997,0.9,0.88
171db7bf-ae2f-4e8c-9bff-415e7809d8ac,venus_matrix_mantra,mantra,Venus,1.010502,0.9,0.90
1749bc0e-9e0e-48b9-a925-4943ee03f991,stotra_vishnu_sahasranama_jupiter_afflicted,japa,Jupiter,0.940997,0.9,0.88
19090a36-c2d4-4681-b55e-af3cd9fd79da,stotra_aditya_hridayam_afflicted_sun,japa,Sun,0.962383,0.9,0.90
1b6e2ce8-93a4-4451-9a7a-37f058240c30,stotra_aditya_hridayam_afflicted_sun,japa,Sun,0.962383,0.9,0.90
1cf3c6dc-cd0c-4d37-b489-cf18bd0e1036,ketu_matrix_gemstone,gemstone,Ketu,0.908918,0.45,0.85
1d43c176-0cf6-4309-b7b7-0e64f18c1afd,sun_matrix_mantra,mantra,Sun,1.010502,0.9,0.90
1e9f574e-54f6-4251-8de4-146f4575c129,ketu_matrix_mantra,mantra,Ketu,1.010502,0.9,0.90
209d0bf1-b367-4368-8697-ce605222d0bd,mars_matrix_mantra,mantra,Mars,1.010502,0.9,0.90
23b5681c-4459-4214-9967-5e82a06ec3f2,stotra_vishnu_sahasranama_jupiter_afflicted,japa,Jupiter,0.940997,0.9,0.88
24934f5a-b106-4f28-be26-b33683241492,mercury_matrix_mantra,mantra,Mercury,1.010502,0.9,0.90
254ff33e-4c7c-4402-a5a3-c205ab7a8d1d,jupiter_wealth_mantra_01,mantra,Jupiter,1.010502,0.9,0.90
28ee34c1-9553-440b-a13e-69baff6026fd,stotra_vishnu_sahasranama_jupiter_afflicted,japa,Jupiter,0.940997,0.9,0.88
2bff187b-fb1a-4cea-8eed-bffde82dc81d,jupiter_wealth_mantra_01,mantra,Jupiter,1.010502,0.9,0.90
2f177afa-85bf-4772-b808-13f81e0e7562,rahu_matrix_gemstone,gemstone,Rahu,0.908918,0.45,0.85
